date,total,manufac,home,manu/tot,hokkaido,touhoku,tokyo,cyubu,hokuriku,kansai,cyugoku,shikoku,kyushu,okinawa
8/1/2004,82155104,22882632,59272472,0.27853,2473356,6730886,27147018,11735011,2492855,14486053,5592922,2592054,8117180,787769
9/1/2004,77925083,23369669,54555414,0.299899,2477105,6350026,26068761,11535148,2279108,13309066,5211998,2433635,7516151,744085
10/1/2004,69488879,22806063,46682816,0.328197,2384132,6106301,22691662,10370984,2094265,11868810,4669089,2152288,6491441,659907
11/1/2004,65568324,22031555,43536769,0.336009,2432612,5991134,21817020,9649883,2083209,10646811,4462029,2006303,5912045,567278
12/1/2004,67361207,21863761,45497446,0.324575,2492619,6239194,22230832,9822497,2170664,11034701,4606530,2145117,6096060,522993
1/1/2005,76395334,21291462,55103872,0.278701,2982150,7249230,24545878,11112579,2506505,12752270,5167880,2463216,7070642,544984
2/1/2005,75250654,21027786,54222868,0.279437,2820765,6907401,25593146,10862304,2329161,12095263,5034634,2307468,6810272,490240
3/1/2005,73228332,22577099,50651233,0.308311,2670380,7160522,23899355,10726957,2431402,11881437,4923740,2320069,6725302,489168
4/1/2005,71095464,21844130,49251334,0.307251,2673384,6523966,23295805,10532915,2149301,11794876,4900736,2192940,6515674,515867
5/1/2005,65122042,21664711,43457331,0.332679,2425588,6055469,21166054,9534765,2096976,10764171,4389179,2092150,6053752,543938
6/1/2005,66502199,23488566,43013633,0.3532,2258319,6037741,21693959,9907890,2150552,11019550,4391407,2184726,6267232,590823
7/1/2005,74766702,23980054,50786648,0.320732,2319839,6255267,24578812,11144944,2291571,12971495,4993063,2424603,7079022,708086
8/1/2005,80646039,23268988,57377051,0.288532,2455904,6863530,26462260,11574483,2485244,13972332,5389716,2646287,8004570,791713
9/1/2005,80287646,23816868,56470778,0.296644,2554762,6631038,26623728,12037616,2379577,13729627,5406038,2420140,7736968,768152
10/1/2005,71068517,23424167,47644350,0.3296,2425584,6231934,23067948,10656075,2151064,11852608,4815835,2218932,6921011,727526
11/1/2005,66955079,22533903,44421176,0.336553,2431639,6220360,21867338,9969423,2171622,10825250,4565921,2094633,6197382,611511
12/1/2005,72662774,22866472,49796302,0.314693,2572230,6816534,23669805,10792262,2433007,11895814,4912203,2347955,6688920,534044
1/1/2006,83207377,22075653,61131724,0.265309,3131735,7900338,27159867,12026896,2747175,13691067,5560193,2634781,7781385,573940
2/1/2006,76621291,21606434,55014857,0.28199,2922686,7129308,25306237,11348643,2430859,12441689,5196231,2354583,6992637,498418
3/1/2006,73623488,23222829,50400659,0.315427,2661764,6998805,23762938,11035291,2479303,12149558,4980628,2355881,6716970,482350
4/1/2006,72448978,22528031,49920947,0.31095,2715074,6742350,23139602,10930434,2261359,12087629,5040854,2229571,6771851,530254
5/1/2006,68040106,22726310,45313796,0.334013,2499483,6350170,22163436,9974359,2200577,11085945,4684444,2182805,6367486,531401
6/1/2006,67986281,24426554,43559727,0.359287,2291498,6142197,22105014,10207894,2153046,11288597,4623372,2190572,6362785,621306
7/1/2006,75230446,25096729,50133717,0.333598,2344762,6385309,24483652,11316188,2320874,12940847,5057722,2436386,7202796,741910
8/1/2006,82075906,24566854,57509052,0.299319,2526702,6975059,26266162,11793814,2597499,14381236,5584281,2741865,8429330,779958
9/1/2006,81040467,24544910,56495557,0.302872,2627320,6751697,26459522,12247654,2383206,13725316,5641080,2492703,7933100,778869
10/1/2006,69947751,24722961,45224790,0.353449,2479616,6317266,22307638,10667642,2184218,11628618,4812973,2206358,6666777,676645
11/1/2006,70000290,24045871,45954419,0.343511,2541329,6549683,22943893,10498045,2211124,11226179,4771078,2130451,6516854,611654
12/1/2006,73084338,24093985,48990353,0.329674,2666586,6972575,23787857,10850079,2401270,11731352,5053622,2309260,6760323,551414
1/1/2007,80207637,23079855,57127782,0.287751,3109748,7616578,25875570,11716974,2595335,13061198,5547900,2555793,7564681,563860
2/1/2007,75683201,22684216,52998985,0.299726,2920683,6998449,24620607,11352835,2392987,12205397,5300507,2351517,7037838,502381
3/1/2007,73677375,24643475,49033900,0.334478,2788973,7148576,23468672,11131549,2498927,11894346,5141647,2333283,6785249,486153
4/1/2007,72243669,23570449,48673220,0.326263,2701695,6774996,23105366,10905824,2295311,11870871,5072742,2204062,6776336,536466
5/1/2007,70027700,23875526,46152174,0.340944,2577588,6640142,22869564,10315969,2236424,11392230,4691732,2211362,6561500,531189
6/1/2007,69981212,25423863,44557349,0.363296,2373763,6387352,22914275,10638981,2239529,11175469,4747908,2242997,6647579,613359
7/1/2007,74508837,25838265,48670572,0.346781,2420747,6450175,23913748,11280730,2347571,12438488,5069265,2433400,7421538,733175
8/1/2007,83907932,25737520,58170412,0.306735,2540401,7161087,27823979,12142804,2576643,14134166,5654236,2729068,8337103,808445
9/1/2007,84446444,25966746,58479698,0.307494,2664005,6974671,27330866,12864728,2511855,14342408,5941725,2707557,8327689,780940
10/1/2007,74244406,25710019,48534387,0.346289,2498282,6706168,23607988,11138317,2307692,12100341,5174158,2392956,7616908,701596
11/1/2007,71100930,24723941,46376989,0.34773,2636538,6700852,22936650,10666350,2324252,11338232,5003848,2201941,6652799,639468
12/1/2007,75215678,24773085,50442593,0.329361,2764644,7076482,24248170,11286404,2491600,12151606,5279171,2383842,6982262,551497
1/1/2008,82930652,23952976,58977676,0.288831,3174367,8070792,26960899,11950867,2694773,13357735,5649388,2701884,7817814,552133
2/1/2008,82770886,24497048,58273838,0.295962,3103781,7702692,27189705,12366338,2706161,13315027,5791011,2585286,7494262,516623
3/1/2008,78165543,25193995,52971548,0.322316,2989179,7426300,24495519,11926379,2572810,12805831,5503441,2474432,7445799,525853
4/1/2008,72045496,24338344,47707152,0.337819,2644697,6761150,23540356,10648944,2344414,11494328,5031975,2282045,6786822,510765
5/1/2008,70625193,24781403,45843790,0.350886,2555897,6660094,22848737,10505025,2259634,11589061,4813581,2273378,6575597,544189
6/1/2008,69875262,25977002,43898260,0.371762,2371799,6455190,22487441,10490167,2232069,11360771,4905173,2234923,6710763,626966
7/1/2008,77204269,27511142,49693127,0.356342,2429925,6703595,24911299,11624154,2544996,12841851,5270538,2598609,7543576,735726
8/1/2008,87188123,25729868,61458255,0.295107,2615873,7262349,28411156,12781636,2574046,14952142,6127646,2851314,8799787,812174
9/1/2008,79185068,26114805,53070263,0.329795,2581173,6769348,25710757,11828665,2409050,13206686,5544403,2521957,7856368,756661
10/1/2008,72681997,25581340,47100657,0.351963,2550552,6580376,23362213,10867468,2266614,11875451,5008602,2272939,7177610,720172
11/1/2008,69694602,23436935,46257667,0.33628,2637511,6519506,22534472,10210155,2233227,11285641,4832247,2159686,6609816,672341
12/1/2008,70771267,21551631,49219636,0.304525,2662995,6746930,23369514,10056106,2306041,11271457,4804955,2335039,6697383,520847
1/1/2009,77835737,19471168,58364569,0.250157,3144611,7226025,24755015,11033695,2530377,13036269,5166643,2630242,7736147,576713
2/1/2009,72733023,18038326,54694697,0.248007,2874971,6821705,24261871,10065291,2267983,11754305,4934111,2307500,6942670,502616
3/1/2009,69094608,19035999,50058609,0.275506,2768528,6595010,22763543,9622767,2185758,11199533,4782344,2233680,6446497,496948
4/1/2009,68388931,19359330,49029601,0.283077,2642374,6521988,22697396,9563398,2095040,11132203,4480966,2156782,6572685,526099
5/1/2009,64538690,19979899,44558791,0.30958,2496339,6021607,20999588,9219214,2019139,10739984,4201253,2098890,6201100,541576
6/1/2009,64361596,21565785,42795811,0.335072,2201531,5971706,21169534,9263337,2060103,10557487,4209513,2097265,6237812,593308
7/1/2009,72294998,23036794,49258204,0.31865,2343910,6166266,23931857,10371087,2245468,12172062,4786620,2395553,7166916,715259
8/1/2009,77794115,22096970,55697145,0.284044,2485623,6569055,25461558,11049196,2266026,13443029,5232559,2527662,7924095,835312
9/1/2009,73767142,22538113,51229029,0.305531,2477193,6238003,24034469,10695751,2179980,12344920,5015638,2354984,7636653,789551
10/1/2009,68140892,22727158,45413734,0.333532,2409139,6239138,21983224,9866260,2099675,11260014,4654014,2197813,6727439,704176
11/1/2009,67292886,21991107,45301779,0.326797,2598029,6247856,21874408,9764404,2139219,10985711,4569592,2097291,6398423,617953
12/1/2009,70482092,21950843,48531249,0.311439,2622708,6795644,23082426,9959526,2358760,11313166,4909796,2258349,6639999,541718
1/1/2010,81431186,21572315,59858871,0.264915,3261626,7725162,25986854,11560339,2686284,13502606,5579634,2618124,7928918,581639
2/1/2010,76725951,21223992,55501959,0.276621,2981083,7258534,25215393,11013586,2521983,12361041,5266028,2371167,7217946,519190
3/1/2010,73297443,22827167,50470276,0.311432,2931304,7236725,23730733,10522893,2503474,11792304,5005472,2322271,6739681,512586
4/1/2010,74205018,22294345,51910673,0.300443,2779860,6987071,24300628,10626825,2358424,12149266,5106211,2352932,6992445,551356
5/1/2010,68866811,22463139,46403672,0.326182,2646582,6517913,22271753,9792171,2198318,11381261,4715956,2209655,6574572,558630
6/1/2010,67600159,24149462,43450697,0.35724,2268798,6345915,21872690,9871309,2232949,11141125,4674672,2174854,6414700,603147
7/1/2010,76928653,25361674,51566979,0.329678,2450796,6611020,25759103,11275971,2469397,12930617,5135673,2518617,7052048,725411
8/1/2010,84928032,24668570,60259462,0.290464,2582477,7417055,27770747,12104342,2650553,14690907,5695434,2769121,8448386,799010
9/1/2010,85722947,24881405,60841542,0.290254,2627055,7216667,28684798,12420161,2533601,14536201,5821563,2660771,8452231,769899
10/1/2010,71432902,24035720,47397182,0.33648,2461570,6412602,22943386,10537992,2193561,12013989,4895489,2259746,6997305,717262
11/1/2010,68515086,23038011,45477075,0.336247,2552180,6467249,22203969,9955766,2283036,11135264,4701295,2130639,6468831,616857
12/1/2010,71868508,23099837,48768671,0.321418,2680571,6989739,22914124,10320916,2476619,11742536,5038490,2322269,6843362,539882
1/1/2011,83849805,22815126,61034679,0.272095,3310185,7942759,26382945,11891333,2838540,14015115,5808568,2771350,8288558,600452
2/1/2011,80256010,22192142,58063868,0.276517,3024851,7571270,25961476,11470658,2674962,13024445,5611020,2495342,7885450,536536
3/1/2011,72243881,21398175,50845706,0.296194,2917485,6226494,22321046,10643949,2633344,12317043,5190770,2435062,7055895,502793
4/1/2011,69352198,20920035,48432163,0.301649,2702670,5568529,20956972,10387371,2380496,12313311,5139772,2347984,7019921,535172
5/1/2011,64365476,21712659,42652817,0.337334,2507133,5544206,19629459,9356884,2195881,11230984,4607061,2199679,6544452,549737
6/1/2011,64174737,23466042,40708695,0.365659,2276517,5519705,19606036,9626432,2229958,11015648,4599533,2174481,6509076,617351
7/1/2011,73103665,24165952,48937713,0.330571,2363054,5919768,22926372,11100834,2450919,12855953,5072712,2480490,7191441,742122
8/1/2011,75311611,23243861,52067750,0.308636,2465617,6164948,23092073,11180218,2470798,13292382,5283797,2560417,8018837,782524
9/1/2011,75925807,23488333,52437474,0.309359,2550245,6169267,23968261,11541120,2362043,13195344,5268574,2447336,7688088,735529
10/1/2011,66907585,23263458,43644127,0.347695,2447193,5777632,20510086,10245631,2164742,11424938,4664932,2204353,6776984,691094
11/1/2011,64822918,22518812,42304106,0.34739,2496598,5818051,20488861,9677034,2173595,10720489,4408420,2097668,6335912,606290
12/1/2011,69349371,22211004,47138367,0.320277,2737349,6522573,21816343,10211952,2407352,11405170,4846217,2264947,6574925,562543
1/1/2012,80768654,21625558,59143096,0.267747,3398532,7538922,25743217,11593217,2768472,13138863,5474502,2683633,7852997,576299
2/1/2012,79107951,22044784,57063167,0.278667,3103716,7538197,25210353,11596843,2747325,12805602,5427335,2504697,7653693,520190
3/1/2012,76618698,22854394,53764304,0.298287,3095981,7222676,24281716,11379604,2546709,12629038,5277335,2478442,7185716,521481
4/1/2012,70316667,22142707,48173960,0.3149,2765635,6496959,21783450,10654457,2311347,11812949,4926329,2236511,6789788,539242
5/1/2012,65498056,22117792,43380264,0.337686,2560220,5954029,20627425,9662393,2105094,10977504,4469564,2127202,6457919,556706
6/1/2012,64042735,23006316,41036419,0.359234,2206286,5805323,19998126,9753830,2092958,10541629,4484090,2101111,6433431,625951
7/1/2012,68488162,23758341,44729821,0.346897,2267614,5927703,21451697,10403120,2287782,11494639,4748526,2315975,6871695,719411
8/1/2012,77592810,22939835,54652975,0.295644,2352020,6482895,24728354,11400790,2474080,13515686,5334211,2546357,7976318,782099
9/1/2012,76392995,23004880,53388115,0.301139,2449062,6558790,24777429,11471779,2352075,12860755,5242117,2384746,7531917,764325
10/1/2012,65957363,22499632,43457731,0.341124,2330453,5954562,21162855,9905691,2074134,10829947,4463778,2089222,6519563,627158
11/1/2012,64373027,21457930,42915097,0.333337,2474916,5853113,20353556,9619518,2121987,10633469,4409988,2031635,6289861,584984
12/1/2012,71526475,21282508,50243967,0.297547,2638161,6728051,22730922,10446795,2484177,11741700,4966027,2284776,6961960,543906
1/1/2013,79810011,20779309,59030702,0.26036,3277680,7820257,24557293,11437517,2743568,13299971,5562155,2646556,7902298,562716
2/1/2013,76120205,20423645,55696560,0.268308,3016777,7169573,24659461,11170784,2574013,12275895,5165564,2366453,7210917,510768
3/1/2013,71471264,21711327,49759937,0.303777,2845081,7081282,22202396,10625766,2454118,11770333,4874895,2279558,6841314,496521
4/1/2013,66133217,21262272,44870945,0.321507,2694753,6248294,20658235,9743507,2202948,10887543,4600410,2110416,6451489,535622
5/1/2013,65084676,21714834,43369842,0.33364,2565887,6172286,19951084,9764760,2152733,11024142,4471003,2108730,6329293,544758
6/1/2013,63866380,22724650,41141730,0.355816,2168911,5755087,19804357,9754020,2118971,10520679,4518184,2106428,6461241,658502
7/1/2013,70205121,23941868,46263253,0.341027,2208207,6075726,22211398,10575742,2351174,11729778,4819177,2359966,7144306,729647
8/1/2013,78532599,22871166,55661433,0.291231,2393349,6304643,24988048,11623317,2398315,13612728,5518888,2599978,8275147,818186
9/1/2013,74333939,22748547,51585392,0.306032,2391753,6145467,24065669,11329398,2217102,12371084,5088250,2300609,7627440,797167
10/1/2013,66360403,23030323,43330080,0.347049,2254767,5941164,20783728,10157957,2130237,10934898,4557149,2123497,6775212,701794
11/1/2013,65371785,21737875,43633910,0.332527,2488017,6014943,20520789,9899621,2150697,10780124,4491165,2008497,6406775,611157
12/1/2013,68767684,21694899,47072785,0.315481,2492999,6493273,21548922,10205453,2438768,11141522,4929892,2225538,6746117,545200
1/1/2014,80416531,21491722,58924809,0.267255,3160828,7750548,24726045,11833218,2813962,13317845,5598893,2608143,8014379,592670
2/1/2014,76451101,20940442,55510659,0.273906,3028730,7386428,24365659,11311923,2564673,12336540,5341871,2362245,7239590,513442
3/1/2014,73017753,22319323,50698430,0.30567,2787649,7164107,23068148,10870778,2538596,11756977,5045089,2300002,6978810,507597
4/1/2014,66467057,21426895,45040162,0.322369,2688376,6326549,20669239,9952095,2205739,10825701,4675421,2060144,6536317,527476
5/1/2014,63280170,21710926,41569244,0.343092,2395204,5954036,19444091,9578043,2088427,10518035,4502427,2032568,6214166,553173
6/1/2014,62804330,22707062,40097268,0.361552,2104255,5745533,19636531,9627687,2116326,10236365,4436313,2009272,6266227,625821
7/1/2014,68011781,23683014,44328767,0.348219,2177678,5949059,21632689,10442247,2287177,11211582,4657921,2221835,6703147,728446
8/1/2014,74770075,22389828,52380247,0.299449,2371251,6421910,24090374,11135706,2327685,12628520,5135096,2376591,7472063,810879
9/1/2014,68281147,22416362,45864785,0.328295,2277325,5910021,21305217,10489454,2159750,11380739,4782067,2165885,7034069,776620
10/1/2014,63780740,22499499,41281241,0.352763,2269232,5853693,19645315,9801416,2080377,10442256,4468753,2031715,6452577,735406
11/1/2014,63088994,21474571,41614423,0.340385,2415804,5892880,19533445,9606939,2124155,10219365,4483763,2002484,6183652,626507
12/1/2014,67878960,21574732,46304228,0.317841,2490302,6703869,21401726,10021129,2493756,10718089,4820160,2248786,6455367,525776
1/1/2015,80182281,21109601,59072680,0.26327,3190487,7889073,24308550,11838828,2890369,13163703,5708416,2620841,7979368,592646
2/1/2015,74191268,20397369,53793899,0.27493,2849292,7055134,23607213,11061780,2579184,11922749,5189840,2307050,7095511,523515
3/1/2015,70261883,21796521,48465362,0.310218,2580944,6921397,21771552,10519575,2531417,11223041,5007704,2314973,6886172,505108
4/1/2015,66550080,21002653,45547427,0.315592,2498661,6315288,20842573,10087437,2254888,10770007,4667115,2062434,6510902,540775
5/1/2015,61452367,20986465,40465902,0.341508,2278446,5734875,18694989,9464395,2076597,10119013,4316055,2022451,6173547,571999
6/1/2015,61013366,22073025,38940341,0.361774,1988302,5566235,19079888,9439108,2106509,9770998,4288348,1997408,6117718,658852
7/1/2015,65926315,23278440,42647875,0.353098,2091606,6017704,20463001,10187228,2295660,10725667,4653703,2174913,6531024,785809
8/1/2015,74633452,21940347,52693105,0.293975,2270842,6413984,23913231,11400424,2376052,12421674,5228696,2410288,7386529,811732
9/1/2015,66270370,21665444,44604926,0.326925,2180173,5806834,20654314,10429489,2111531,10857819,4650266,2088976,6746752,744216
10/1/2015,61240779,21686364,39554415,0.354116,2151083,5723525,18760276,9650605,2060098,9757192,4349787,1961776,6121929,704508
11/1/2015,60716671,20925883,39790788,0.344648,2330722,5802219,18441165,9485581,2089652,9631339,4338630,1940439,6030807,626117
12/1/2015,63604246,20599296,43004950,0.323867,2399761,6351820,19788400,9529685,2318044,9837687,4643851,2057780,6114911,562307
1/1/2016,73205156,20441436,52763720,0.279235,2973097,7248623,22016908,10867740,2702127,11677302,5271858,2443674,7428603,575224
2/1/2016,72899139,20273742,52625397,0.278107,2742088,7182481,23006046,10838904,2600908,11169710,5275523,2315253,7226799,541427
3/1/2016,69545218,21053124,48492094,0.302726,2687301,6893493,21414398,10586346,2525858,10777749,5035016,2279211,6820139,525707
4/1/2016,58545200,18652032,39893168,0.318592,2378366,6187870,20836760,9758167,2179840,10600023,4599351.5,2062890,6131029,602059
5/1/2016,58811604,19936046,38875559,0.3389815,2256014,5989310,21119130,9800853,2122049,10752014,4383206.5,2096130,6417597,697359
6/1/2016,61108328,21974188,39134140,0.359594,2221429,6048350,21756700,10475729,2220917,11200125,4418385,2191590,6866646,796932
7/1/2016,69938478,24290350,45648128,0.34731025,2360767,6534730,24659770,11824805,2487683,13368729,5131577,2599010,8199305,884861
8/1/2016,73325236,21636426,51688810,0.29507475,2493385,6957610,26002490,12177544,2576061,14011219,5422640,2729580,8591063,869261
9/1/2016,65495658,20670282,44825376,0.31559775,2303040,6323260,23659840,11312880,2337368,12174676,4679351.5,2317930,7196230,788481
10/1/2016,61702973,21519714,40183259,0.348763,2438273,6295900,21779780,10467499,2261425,11266863,4530482,2176730,6865104,778369
11/1/2016,63462992,21432991,42030000,0.33772425,2781977,6892490,22935570,10539724,2421991,11223879,4678307.5,2150970,6603837,595858
12/1/2016,70332956,22062323,48270633,0.313684,3202403,7637990,24933510,11585429,2688504,12642586,5315068,2440020,7464675,581289
1/1/2017,75199173,20118035,55081138,0.26753,3292927,8228670,26605520,12388853,2918101,13625010,5701580.5,2615600,7969481,576422
2/1/2017,68844125,18850399,49993726,0.27381275,2884071,7462180,23993200,11577300,2718363,12572308,5461395,2390060,7235187,535876
3/1/2017,70290436,21480599,48809837,0.30559775,2827377,7632920,25147440,11893031,2728445,12665153,5159092,2436140,7375434,578989
4/1/2017,59566944,19032532,40534412,0.319515,2379915,6231550,21207160,10065591,2288635,10783418,4531588,2088590,6330564,569609
5/1/2017,58632668,19894380,38738289,0.339305375,2220008,6018360,20999720,9824449,2171524,10761967,4450358,2041830,6300084,645670
6/1/2017,60424434,21733702,38690732,0.359684,2147409,5963960,21733330,10394784,2215780,11008947,4548422,2107940,6581725,731281
7/1/2017,74012027,25712782,48299245,0.347413563,2433207,6918300,26843090,12377974,2615844,13819131,5609451,2635790,8454531,889994
8/1/2017,72592968,21410021,51182947,0.294932438,2344549,6646480,25731150,12150094,2569995,13838515,5616584,2676620,8513834,925822
9/1/2017,62301766,19887499,42414267,0.319212438,2226785,6074650,22328540,10737438,2275647,11386303,4708437,2150880,6820681,819317
10/1/2017,62051887,21759906,40291981,0.35067275,2407763,6384320,22158360,10532426,2303746,11186946,4711177,2169420,6643319,752336
11/1/2017,64363684,21807772,42555912,0.338821063,2659549,6889910,22767710,10862456,2502746,11545176,5017985,2250230,6737369,596644
12/1/2017,75551074,24003955,51547119,0.31771825,3246445,8147050,26577930,12471225,2949499,13513826,5986285,2640150,8200371,582105
1/1/2018,78387945,21111637,57276308,0.2693225,3226140,8467830,27806940,12765602,3113063,14094852,6131303,2756090,8527289,591721
2/1/2018,72223505,19875110,52348395,0.275188938,2981964,7777610,25535640,11961114,2864536,13043377,5647267,2533300,7709950,546565
3/1/2018,67730354,20729074,47001280,0.306052938,2878963,7362030,23806250,11399385,2667866,12183495,5283168,2353880,7081863,570074
4/1/2018,58759947,18745422,40014525,0.319017,2382569,6240710,20759030,9947317,2262864,10593601,4540925,1994850,6282904,571243
5/1/2018,59685592,20336178,39349415,0.340721719,2276434,6109680,21348720,10053231,2200520,10879376,4502609,2033490,6505548,699423
6/1/2018,62597113,22575712,40021402,0.360651,2194797,6233490,22570110,10753280,2268282,11395173,4701525,2134020,6827031,780577
7/1/2018,77579969,27076201,50503768,0.349010203,2396403,7235570,28795320,13142711,2739367,14590635,5763803,2640450,8449502,825368
8/1/2018,76397952,22602930,53795022,0.295857797,2367666,6963350,28083690,12782178,2647596,14342059,5860906,2668240,8702408,841907
9/1/2018,63216357,20387752,42828605,0.322507547,2051070,6093170,22928870,10921706,2266666,11448530,4857789,2199190,7001364,781004
10/1/2018,61481908,21615729,39866180,0.351578688,2314279,6311100,22040050,10610761,2302728,11105393,4711811,2111050,6466252,640294
11/1/2018,61694719,21000548,40694171,0.340394578,2531948,6645090,21700720,10487050,2377523,11042056,4817340,2086260,6571677,591550
12/1/2018,72044744,22930226,49114519,0.318277563,3145521,7906520,25793940,11837363,2762845,12733351,5553487,2414650,7663432,590718
1/1/2019,75961385,20497373,55464013,0.269839375,3246234,8371150,27319940,12536577,2913779,13573770,5794239,2538450,7905459,573194
2/1/2019,67970149,18726433,49243715,0.275509672,2913998,7434350,24289920,11375349,2618491,12233467,5203462,2272580,6990620,522347
3/1/2019,67409923,20637458,46772465,0.306148672,2761886,7250350,23758140,11509433,2592461,12309199,5123207,2290400,7064441,569856
4/1/2019,60216403,19159595,41056808,0.318179,2365285,6432340,21381990,10277726,2317523,10979935,4539790,2017280,6305530,584016
5/1/2019,58554918,19916235,38638684,0.340129148,2198848,6037570,20903440,10006584,2132847,10796626,4325520,1966210,6336601,642955
6/1/2019,60602119,21842564,38759555,0.36042575,2122573,5972330,21655540,10469110,2168969,11262339,4528966,2080080,6641430,730537
7/1/2019,68981084,24088747,44892337,0.349208004,2338927,6652720,24608480,11837745,2474206,12872823,5208393,2389450,7728304,871738
8/1/2019,74620183,22009969,52610214,0.294959996,2385102,7156790,27920820,12422299,2596516,13929932,5481577,2512210,7989960,880807
9/1/2019,66454960,21336075,45118885,0.321060684,2214743,6178610,24047880,11594753,2314214,12373517,5034912,2322920,7293234,788853
10/1/2019,61049334,21445570,39603765,0.351282609,2310263,6105910,21895980,10456171,2192666,11066220,4674528,2136900,6571589,720739
11/1/2019,61150393,20815409,40334984,0.340396973,2588457,6538410,21961360,10278030,2286570,10772939,4746639,2101400,6368962,600980
12/1/2019,70448565,22429886,48018679,0.318386703,3070698,7537130,25566860,11456472,2594920,12440043,5499171,2400560,7467543,587096
1/1/2020,71962170,19536414,52425757,0.271481719,3138465,7760140,26228480,11746264,2653126,12649978,5519369,2429270,7609594,574988
2/1/2020,68073124,18764669,49308455,0.27565459,2945058,7388070,23946550,11484744,2619241,12281023,5282637,2333920,7140795,547466
